,,,,,,,,,,,,,,,,,,,,,,
SamplingDate,SO2_6AM_10AM,SO2_10AM_2PM,SO2_2PM_6PM,SO2_6PM_10PM,SO2_10PM_2AM,SO2_2AM_6AM,NO2_6AM_10AM,NO2_10AM_2PM,NO2_2PM_6PM,NO2_6PM_10PM,NO2_10PM_2AM,NO2_2AM_6AM,RSPM_6AM_2PM,RSPM_2PM_10PM,RSPM_10PM_6AM,SPM_6AM_2PM,SPM_2PM_10PM,SPM_10PM_6AM,RSPM,SO2,SPM,NO2
15/06/2009_238,4,9.1,7.5,4,4,4,19.3,16.1,17.1,15,19.3,13.9,40,11,26,100,19,43,25.6666,5.4333,54,16.7833
15/06/2009_375,4,7.5,10.8,4,4,4,18.2,15,16,16,17,14,19,27,54,33,41,70,33.3333,5.7166,48,16.0333
17/06/2009,7.4,4,4,4,4,4,21.4,35.3,15,9,12.8,9,36,15,29,108,46,64,26.6666,4.5666,72.6666,17.0833
22/06/2009_238,4,4,12.5,8.3,10.8,7.5,20.6,18.2,16.1,17.1,19.3,13.9,19,76,23,57,187,38,39.3333,7.85,94,17.5333
22/06/2009_375,4,,4,11.6,7.5,10,19.3,,21.4,12.9,15,16,10,14,10,49,77,19,11.3333,7.42,48.3333,16.92
24/06/2009,,4,4,4,4,4,,20.4,24.6,21.4,17.1,18.2,46,45,23,225,90,33,38,4,116,20.34
29/06/2009_238,,4.2,4,7,4,4,,26.8,36.4,20.4,24.6,17.1,40,42,27,125,65,50,36.3333,4.64,80,25.06
29/06/2009_375,4,4,4,4,,,25.7,19.3,18.2,20.4,,,34,43,,56,47,,38.5,4,51.5,20.9
6/4/2011_238,,4,4,4,4,4,,24.6,26.8,18.2,22.5,16.1,32,72,68,38,130,82,57.3333,4,83.3333,21.64
6/4/2011_375,4,,4,4,,,17.1,,14.3,21.4,,,64,84,,89,192,,74,,140.5,
18/04/2011,,4,4,4,,4,,28.9,25.7,36.4,,27.8,70,36,,95,44,,53,4,69.5,29.7
20/04/2011_238,,4,4,4,4,4,,33.2,27.8,36.4,37.5,32.1,47,34,42,71,59,93,41,4,74.3333,33.4
20/04/2011_375,4,,4,4,,,31.4,,18.6,20.1,,,63,50,,113,131,,56.5,,122,
25/04/2011,,4,4,4,4,4,,24.6,20.3,13.9,19.3,21.4,63,15,69,75,34,90,49,4,66.3333,19.9
27/04/2011,,,,4,4,4,,,,61,17.1,36.4,,54,22,,82,33,38,,57.5,
1/6/2009_238,4,7.5,,8.3,10.8,6.7,24.6,40.3,,39,25.7,35.8,22,47,17,52,59,59,28.6666,7.46,56.6666,33.08
1/6/2009_375,5.6,6.9,4,4,5,13.4,33.6,30.2,16.8,22.4,30.2,33.6,14,19,14,29,54,41,15.6666,6.4833,41.3333,27.8
3/8/2009_238,7.5,5.2,4,4,5.2,4,28.9,31,20.4,24.6,21.4,19.3,42,30,26,99,84,35,32.6666,4.9833,72.6666,24.2666
3/8/2009_375,4.7,7.1,4,4,,,20.4,25.7,21.4,19.3,,,19,14,,64,36,,16.5,4.95,50,21.7
5/8/2009,,9.9,6.1,4,10.4,4,,21.4,20.4,24.6,21.4,19.3,83,43,22,209,178,74,49.3333,6.88,153.6666,21.42
10/8/2009_238,,9.4,6.6,4,4,4,,46.1,31.1,38.6,30,27.9,31,36,34,77,125,48,33.6666,5.6,83.3333,34.74
10/8/2009_375,4,5.7,6.7,4,,,28.9,26.8,33.2,21.4,,,24,28,,99,92,,26,5.1,95.5,27.575
12/8/2009,,7.5,7.1,4,4,4,,28.9,32.1,27.9,21.4,17.1,53,51,39,80,125,54,47.6666,5.32,86.3333,25.48
17/08/2009,,7.5,4.7,4,4,4,,17.1,19.3,13.9,11.8,11.8,117,39,55,125,62,69,70.3333,4.84,85.3333,14.7799
3/11/2007,11.6,15.3,15.8,21.9,21.9,4,29.1,38.6,35.3,38.4,35.8,35.8,49,44,28,55,62,54,40.3333,15.0833,57,35.5
14/11/2007,6.7,6.7,4,6.7,4,4,60.4,30.2,47.7,114,50.4,50.4,141,110,51,151,258,83,100.6666,5.35,164,58.85
31/01/2007,10,8.3,6.7,2,2,2,20.1,25.7,32.5,43.6,29.1,19,52,88,55,171,172,71,65,5.1666,138,28.3333
1/8/2007,,6.7,10,4,8.3,5,,31.3,24.6,24.3,22.4,17.9,42,40,25,133,114,29,35.6666,6.8,92,24.1
4/8/2007,4,8.3,6.7,5.8,5.8,4,23.5,30.2,34.7,29.1,26.9,22.4,24,28,8,54,60,13,20,5.7666,42.3333,27.8
8/8/2007,4,9.1,5.8,5,5.8,4,20.1,23.5,26.9,41.4,44.8,48.1,27,16,12,99,46,22,18.3333,5.6166,55.6666,34.1333
11/8/2007,4,,,7.5,5.8,9.1,60.9,,,32.5,60.4,67.1,,7,12,,53,22,9.5,6.6,37.5,55.225
18/08/2007,,7.5,,4,5.8,6.7,,20.1,,29.8,15.7,13.4,38,29,12,148,41,28,26.3333,6,72.3333,19.75
22/08/2007,5.8,9.3,4.2,5,6.7,4,17.9,23.7,25.7,20.1,23.5,20.1,33,22,17,36,23,20,24,5.8333,26.3333,21.8333
25/08/2007,9.8,4,5,9.1,7.5,9.1,34.6,23,28,34.7,28,17.9,29,24,13,35,32,33,22,7.4166,33.3333,27.7
19/01/2008,4,4,4,4,4,4,20.1,21.3,24.6,22.4,13.4,15.7,65,81,64,139,128,97,70,4,121.3333,19.5833
23/01/2008,,,4,4,4,4,,,19,25.7,22.4,20.1,,95,75,,165,100,85,4,132.5,21.8
30/01/2008,,,,4,4,4,,,,12.7,13.4,13.4,,,142,,,144,,,,
,,,,,,,,,,,,,,,,,,,,,,
1/9/2007,4,5.8,13.3,10,5,4,23.5,16.8,34.3,10.4,10.1,9,20,59,12,36,96,28,30.3333,7.0166,53.3333,17.35
5/9/2007,4,4,4,4,11.6,4.2,32.5,21.3,12.3,10.1,9,14.5,38,22,7,86,45,10,22.3333,5.3,47,16.6166
2/1/2008,6.5,4.4,5.7,10.8,4,4,29,35.8,35.8,20.1,17.9,16.8,88,88,195,160,112,224,123.6666,5.9,165.3333,25.9
5/1/2008,4,5.8,5,4,5,4,30.9,16.8,16.8,22.4,33.6,23.5,37,57,70,85,88,103,54.6666,4.6333,92,24
9/1/2008,4,10.8,5,12.5,12.5,4,22.4,28,19,44.8,34.7,32.5,58,123,80,132,175,121,87,8.1333,142.6666,30.2333
12/1/2008,11.4,5,8.3,8.3,5,15,40.9,45.9,39.2,35.8,31.3,33.6,63,202,85,108,209,92,116.6666,8.8333,136.3333,37.7833
17/11/2007,4,4,8.2,24.9,10.8,7.5,45.1,29.8,28.1,47,41.4,39.2,164,42,70,203,141,91,92,9.9,145,38.4333
21/11/2007,4,4,4,4,4,4,18.7,10.1,25.8,19,22.4,33.6,52,74,87,165,100,89,71,4,118,21.6
24/11/2007,,4,4,4,4.2,4,,35.8,39.2,10.1,10.1,10.1,61,95,95,148,189,118,83.6666,4.04,151.6666,21.06
28/11/2007,,4,4,4,4.2,4,,32.5,23.5,23.7,13.4,12.3,80,62,14,126,78,37,52,4.04,80.3333,21.08
6/10/2007,4,4,6,5.6,5.8,7.5,39.2,29.1,39.1,25,26.9,35.8,113,15,12,129,82,21,46.6666,5.4833,77.3333,32.5166
10/10/2007,4,4,4,4,5,4,17.3,14.9,11.2,14.9,9,9,65,66,55,104,112,68,62,4.1666,94.6666,12.7166
13/10/2007,4,8.6,4,5.7,4,4,28,34.8,22.4,25.6,30.2,39.2,62,48,46,113,87,66,52,5.05,88.6666,30.0333
17/10/2007,4,4,10,4,4,10,44.8,33.6,31.3,34.3,25.7,22.4,85,95,26,101,103,33,68.6666,6,79,32.0166
24/10/2007,7.3,6.7,4.6,4,4,4,45.6,15.7,22.1,13.4,13.4,15.7,66,37,27,73,78,30,43.3333,5.1,60.3333,20.9833
27/10/2007,4,4,14,8.6,4,4,11.4,10.1,14.8,17.9,11.2,13.4,48,30,24,83,41,32,34,6.4333,52,13.1333
31/10/2007,4,6.3,4.2,4,4,4,17.9,17.1,16.8,12.3,13.4,14.5,41,64,22,49,112,50,42.3333,4.4166,70.3333,15.3333
23/05/2007,12.5,6.7,10.8,,13.3,4,24.6,29.4,77.2,,16.8,20.1,42,,23,56,,24,32.5,9.46,40,33.62
29/08/2007,4,6.7,7.5,5,4,10.8,16.4,12.3,12.3,12.3,12.3,12.3,47,11,17,52,34,32,25,6.3333,39.3333,12.9833
8/9/2007,5,6.7,4,7.5,5.8,4.2,23.5,22.4,26.9,9,15.7,20.1,37,23,6,85,69,8,22,5.5333,54,19.6
12/9/2007,6.3,6.7,6.3,4.2,7.5,7.5,18.3,17.9,24.4,20.1,24.6,21.3,35,16,14,66,23,19,21.6666,6.4166,36,21.1
19/09/2007,4.7,9.1,7.5,4,,,23.7,26.9,19,28.3,,,14,24,,51,43,,19,6.325,47,24.475
22/09/2007,4,4.2,,,4,4,57.6,39.2,,,56,48.1,19,,12,77,,15,15.5,4.05,46,50.225
26/09/2007,4,4,4,4,4,4,15.7,107.4,11.2,10.5,11.2,9.8,20,21,7,62,34,35,16,4,43.6666,27.6333
29/09/2007,9.1,4,,,,,15.7,12.3,,,,,45,,,83,,,,,,
2/2/2008,4,4.2,5.8,4,4,4,17.9,28,22.4,19,15.7,12.3,135,138,54,186,141,76,109,4.3333,134.3333,19.2166
6/2/2008,4,5,4,4,4,4.2,19.7,28,12.3,20.1,17.9,15.7,165,79,62,170,198,80,102,4.2,149.3333,18.95
9/2/2008,,4,4,4,4,4,,42.5,22.4,22.4,16.8,12.3,85,71,75,89,93,93,77,4,91.6666,23.28
13/02/2008,4,5.8,8.3,4,4,4,78.8,26.9,52.6,54.8,43.6,32.5,34,117,48,146,166,53,66.3333,5.0166,121.6666,48.2
16/02/2008,4,4,4,4,4,4,12.4,10.1,9.5,17.4,10.1,20.1,32,76,70,119,166,85,59.3333,4,123.3333,13.2666
20/02/2008,,,6.2,4,4,4,,,25.1,21.3,16.8,14.5,,80,84,,183,134,82,4.55,158.5,19.425
23/02/2008,4.8,5.8,4,6.7,4,4,14.1,21.3,17.9,22.4,23.5,16.8,66,112,62,123,128,124,80,4.8833,125,19.3333
27/02/2008,4,5.8,4,4,8.3,4,19.7,14.5,23.5,26.9,21.3,14.5,175,89,53,189,323,123,105.6666,5.0166,211.6666,20.0666
1/3/2008,,4,4,4,5,10.8,,17.9,20.1,16.8,12.3,10.1,116,44,30,169,95,36,63.3333,5.56,100,15.44
5/3/2008,6.1,5,5.8,4,4,4,22.7,28,32.5,23.5,20.1,16.8,94,81,66,156,90,127,80.3333,4.8166,124.3333,23.9333
2/5/2007,6.7,10.6,2,16.6,12.5,6.7,32.5,44.2,51.5,59.3,73.9,49.2,44,36,6,134,137,41,28.6666,9.1833,104,51.7666
5/5/2007,9.1,14.1,,2,,,40.3,52.6,,73.5,,,41,,,67,,,,,,
9/5/2007,2,12.2,,,14.1,4.3,40.3,65.7,,,42.5,41.4,26,,15,76,,16,20.5,8.15,46,47.475
12/5/2007,2,2,5.3,5,,,29.1,23.5,35.3,35.8,,,32,34,,51,61,,33,3.575,56,30.925
16/05/2007,2,9.1,7.5,2,11.6,2,26.9,42.5,26.9,40.3,53.7,17.9,28,40,28,59,92,33,32,5.7,61.3333,34.7
19/05/2007,2,9.1,11.6,9.1,,,26.9,26.9,21.3,16.8,,,89,31,,93,69,,60,7.95,81,22.975
26/05/2007,2,2,13.3,6.7,8.3,,29.1,16.8,26.3,53.7,29.1,,16,22,,24,39,,19,6.46,31.5,31
30/05/2007,4.2,7.5,,9.1,10,5,51.5,25.7,,14.5,47,40.3,17,,6,74,,17,11.5,7.16,45.5,35.8
2/6/2007,4.2,4,5,10,,,17.9,29.1,28,38,,,25,64,,53,77,,44.5,5.8,65,28.25
6/6/2007,,,4,5.8,8.3,12.5,,,22.4,20.1,16.8,13.4,,21,18,,37,27,19.5,7.65,32,18.175
9/6/2007,,,,,10.8,4,,,,,23.5,20.1,,,13,,,20,,,,
13/06/2007,4,4.8,5,5.8,4.2,4,28.3,20.5,23.5,16.8,21.3,15.7,35,60,9,93,76,48,34.6666,4.6333,72.3333,21.0166
16/06/2007,4,4.2,7.5,9.1,5.8,4,21.3,35.8,32.5,21.3,22.4,19,46,95,12,82,127,82,51,5.7666,97,25.3833
20/06/2007,5,4.2,7.5,4,4,4,17.9,23.5,21.3,16.8,14.5,12.3,49,30,32,139,51,35,37,4.7833,75,17.7166
23/06/2007,,4.2,8.6,4,,,,39.2,24.3,20.7,,,27,24,,61,35,,25.5,,48,
27/06/2007,4,7.5,10.8,6.6,5,4,25.1,33.6,36.9,28,33.6,20.1,47,41,36,77,63,62,41.3333,6.3166,67.3333,29.55
30/06/2007,5.8,7.5,4,4,7.6,8,19,26.9,23.5,24.3,26.9,30,53,30,34,68,46,42,39,6.15,52,25.1
3/10/2007,4.2,16.2,2,2,5,2,15.7,111.3,12.3,11.2,9,12.3,39,8,22,82,49,28,23,5.23333333,53,28.63333333
3/3/2007,7.5,10.8,14.1,17.5,20,11.6,14.5,19,21.3,16.8,12.3,15.7,55,72,36,86,165,64,54.33333333,13.58333333,105,16.6
7/3/2007,,10.8,14.1,15.8,12.5,9.1,,19,23.5,20.1,17.9,14.5,65,82,70,172,124,115,72.33333333,12.46,137,19
10/3/2007,7.5,10.8,14.1,17.5,,,12.3,15.7,16.8,13.4,,,47,56,,84,93,,51.5,12.475,88.5,14.55
14/03/2007,,,8.3,10.8,12.5,7.5,,,19,20.1,23.5,16.8,,54,72,,124,92,63,9.775,108,19.85
17/03/2007,9.1,11.6,15,13.3,10.8,9.1,14.5,19,26.9,32.5,21.3,14.5,87,64,65,97,121,72,72,11.48333333,96.66666667,21.45
24/03/2007,11,,,15.4,11.6,8.3,22.8,,,29.3,23.5,14.5,,,42,,,66,,11.575,,22.525
28/03/2007,,,10.8,14.1,16.6,13.3,,,20.1,23.5,33.6,15.7,,89,53,,114,73,71,13.7,93.5,23.225
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
4/7/2007,5.8,4,4,4,6.7,7.5,21.3,17.9,19,20.1,15.7,23.5,34,34,22,50,41,28,30,5.3333,39.6666,19.5833
7/7/2007,4,6.7,8.3,6.7,,,24.6,20.1,26.9,25.4,,,68,42,,103,160,,55,6.425,131.5,24.25
11/7/2007,4,4.2,5.8,9,6.7,8.3,20.1,29.1,26.9,18.8,19,16.8,35,34,18,87,39,24,29,6.3333,50,21.7833
14/07/2007,4,7.5,6.7,8.3,5,4.2,26.9,20.1,26.9,21.3,17.9,16.8,53,59,14,76,97,54,42,5.95,75.6666,21.65
18/07/2007,5.8,6.7,5,6.7,4,11.6,17.9,22.4,19,20.1,14.5,16.8,44,27,31,59,41,33,34,6.6333,44.3333,18.45
21/07/2007,4,11.6,4,4,4,4,19,22.4,17.9,28,20.1,16.8,29,30,21,71,51,28,26.6666,5.2666,50,20.7
25/07/2007,4,11.1,6.7,5.8,4,4,21.3,23.9,22.4,20.1,17.9,16.8,13,16,7,40,29,16,12,5.9333,28.3333,20.4
28/07/2007,4,5,6.7,7.5,4,4.2,22.1,50.4,26.9,20.1,29.1,24.6,17,20,16,32,24,29,17.6666,5.2333,28.3333,28.8666
1/12/2007,8.9,,4,4,4,7.5,13.4,,17.9,12.3,10.1,14.5,80,84,30,187,123,40,64.6666,5.68,116.6666,13.64
5/12/2007,,4,4,4,4,4,,19,21.3,19,21.3,77.2,36,48,23,137,89,51,35.6666,4,92.3333,31.56
8/12/2007,,10.6,4.6,4,4,4,,15.5,12.3,19.7,16.8,13.4,49,39,25,66,99,29,37.6666,5.44,64.6666,15.54
12/12/2007,,4,12.5,4,4,7.5,,15.7,12.3,20.5,31.3,17.9,44,62,67,132,125,81,57.6666,6.4,112.6666,19.54
15/12/2007,4,5,6.7,4.2,4,4,28.3,23.5,15.7,15.7,14.5,17.9,69,58,39,109,110,53,55.3333,4.65,90.6666,19.2666
22/12/2007,4,4,5.8,4,4,4.2,12.3,11.2,25.7,20.1,10.1,11.2,37,54,97,61,124,150,62.6666,4.3333,111.6666,15.1
26/12/2007,4,4,4,4,4,4,10,11.2,24.6,47.7,56,24.6,126,105,112,166,221,169,114.3333,4,185.3333,29.0166
29/12/2007,4.8,,,4,,,22.8,,,22.4,,,,50,,,149,,,,,
1/3/2006,5,7.5,10.8,7.5,5.8,5.8,33.6,40.3,43.6,38,32.4,30.2,29.6,46.2,48.3,156.3,238.7,80.2,41.367,7.067,158.4,36.35
4/3/2006,4.1,6.9,,,7.5,4.1,34.7,43.2,,,33.6,31.3,16.3,,25.8,36.8,,48.9,21.05,5.65,42.85,35.7
8/10/2005,,,,,,,,,,,,,,,,,,,27.1,5.2,41.5,46.8
15/10/2005,,,,,,,,,,,,,,,,,,,28.1,4,58.4,58.9
19/10/2005,,,,,,,,,,,,,,,,,,,25.5,4.9,51.3,48.3
22/10/2005,,,,,,,,,,,,,,,,,,,28.7,6.5,51.2,53
26/10/2005,,,,,,,,,,,,,,,,,,,48.7,4.9,75.7,37.1
29/10/2005,,,,,,,,,,,,,,,,,,,44.9,4,93.5,39.4
2/11/2005,,,,,,,,,,,,,,,,,,,39,4,83.7,21.5
5/11/2005,,,,,,,,,,,,,,,,,,,,8.7,,43.9
9/11/2005,,,,,,,,,,,,,,,,,,,60.3,8.5,80.8,54.5
12/11/2005,,,,,,,,,,,,,,,,,,,38.1,9,54.1,44.3
16/11/2005,,,,,,,,,,,,,,,,,,,81.7,8.8,126.1,42.5
19/11/2005,,,,,,,,,,,,,,,,,,,128.8,4,170.8,39.2
26/11/2005,,,,,,,,,,,,,,,,,,,56.2,6,88.4,39.1
30/11/2005,,,,,,,,,,,,,,,,,,,66.5,5.4,91.8,33
3/9/2005,,,,,,,,,,,,,,,,,,,22.7,6.7,157.2,51.8
10/9/2005,,,,,,,,,,,,,,,,,,,17.5,11.5,78.2,47.3
14/09/2005,,,,,,,,,,,,,,,,,,,23.2,12.5,75.8,33
17/09/2005,,,,,,,,,,,,,,,,,,,34.6,12.9,56.4,39.9
21/09/2005,,,,,,,,,,,,,,,,,,,40,7.5,77.9,47.2
24/09/2005,,,,,,,,,,,,,,,,,,,38.9,18,86.1,33.1
28/09/2005,,,,,,,,,,,,,,,,,,,28.7,9.8,130.6,54.3
5/4/2006,,,9.1,14.1,19.1,9.1,,,38,34.7,32.4,29.1,,53.1,38.7,,143.9,119.7,45.9,12.85,131.8,33.55
12/4/2006,5,9.1,10.8,14.1,12.5,7.5,31.3,36.9,41.4,45.9,40.3,29.1,44.2,41.7,34.4,96.9,95.2,47.3,40.1,9.833,79.8,37.483
19/04/2006,8.3,12.5,,,5.8,7.5,33.6,43.6,,,40.3,32.4,56,,25,97.4,,48.7,40.5,8.525,73.05,37.475
8/3/2006,5,7.5,9.1,14.1,10.8,5.8,32.4,36.9,53.7,57.1,48.1,33.6,64.6,37.3,27.1,100,140.4,33.5,43,8.717,91.3,43.633
11/3/2006,5.8,8.3,10.8,14.1,9.1,6.6,35.8,54.8,62.7,55.9,49.2,30.2,38.5,29.4,40,84.7,54.8,71.7,35.967,9.117,70.4,48.1
15/03/2006,8.3,10.8,15.6,15.4,15.8,7.5,34.7,42.5,47.9,45.2,39.2,33.6,31,31.3,35.8,72.9,73.1,43.9,32.7,12.233,63.3,40.517
18/03/2006,10.8,14.1,17.4,19.9,,,35.8,62.7,48.1,45.9,,,38.1,42.3,,81.6,108.5,,40.2,15.55,95.05,48.125
22/03/2006,9.1,12.5,15,13.3,10.8,9.1,33.6,53.7,63.8,58.2,40.3,34.7,57.3,46.2,183.7,65.2,96.6,185.6,95.733,11.633,115.8,47.383
18/01/2006,,,,,,,,,44.8,61.5,54.8,33.6,,49.6,23.9,,87.1,69.7,36.75,,78.4,48.675
21/01/2006,,,16.7,19.1,14.1,9.1,,,42.5,52.6,39.2,40.3,,44.6,35,,186.9,127.9,39.8,14.75,157.4,43.65
25/01/2006,4,15.8,20,17.5,,,38,52.6,60.4,51.5,,,30.6,24.2,,100.8,73.6,,27.4,14.325,87.2,50.625
28/01/2006,11.3,13.3,17.4,22.4,15.8,10.8,44.1,45.9,52.6,50.3,42.5,39.2,49.9,63.7,17.7,154.7,551.8,42.7,43.767,15.167,249.733,45.767
4/1/2006,4,10.8,17.4,15.8,4,4,32.4,39.2,49.2,31.3,28,25.7,61.7,42.9,16.9,149.6,123.1,35.4,40.5,9.333,102.7,34.3
7/1/2006,10.8,15.8,19.9,22.5,,,21.3,29.1,41.4,51.4,,,15,13.8,,93.3,39.1,,14.4,17.25,66.2,35.8
3/12/2005,4,4,10,13.3,4,4,28,42,51.3,62.7,42.5,31.3,56.6,37.4,42.7,126,73.1,48.5,45.567,6.55,82.533,42.967
7/12/2005,10.8,,4,9.1,5.4,4,47,,22.4,48.1,34.2,25.7,79.1,61.7,63,147,88.4,156.9,67.933,6.66,130.767,35.48
10/12/2005,4,4,8.3,10,5.8,4,48.1,49.2,58.2,53.7,43.6,29.1,72.9,44.6,29.8,117.3,55.9,38.3,49.1,6.017,70.5,46.983
14/12/2005,4,4,9.1,10.8,9.1,4,47,55.9,71.6,52.6,55.9,44.8,25,119.2,93.1,64.2,226.3,134,79.1,6.833,141.5,54.633
21/12/2005,4,4,10.8,15,11.6,4,30.2,49.2,57.1,52.6,49.2,33.6,43.4,38.8,62.8,126.4,78.9,69.9,48.333,8.233,91.733,45.317
24/12/2005,4,9.1,12.5,4,,,44.8,67.1,40.3,43.6,,,72.3,48.7,,79.9,146,,60.5,7.4,112.95,48.95
28/12/2005,4,10.8,14.1,4,,,45.9,63.8,50.3,43.6,,,77.3,86,,126.3,162.7,,81.65,8.225,144.5,50.9
31/12/2005,9.1,11.6,,,13.3,7.5,34.7,43.6,,,52.6,28,29.5,,40,95.6,,98.5,34.75,10.375,97.05,39.725
2/9/2006,9.1,10.8,15,15.3,15,,41.4,51.5,45.9,46.8,33.6,,35,21.6,,55.2,43,,28.3,13.04,49.1,43.84
6/9/2006,12.5,15,17.5,14.1,11.6,9.1,33.6,45.9,50.4,43.6,39.2,31.3,32.9,27.3,29.2,48.3,163.1,35.2,29.8,13.3,82.2,40.66666667
9/9/2006,17.7,17.5,15.8,16.6,10.8,9.1,31.3,41.4,45.9,37.3,32.5,29.1,40.7,15,31.9,119,134.8,38.4,29.2,14.58333333,97.4,36.25
13/09/2006,12.5,17.6,,,19.1,15.8,28,33.7,,,34.7,23.5,15.1,,20.2,31.3,,23.1,17.65,16.25,27.2,29.975
16/09/2006,9.1,,,10,,,35.8,,,40.3,,,26.4,9.7,,34.2,13,,18.05,,23.6,
20/09/2006,7.5,9.1,10.8,8.3,,,22.4,33.6,30.2,26.9,,,21,12.5,,30,33.5,,16.75,8.925,31.75,28.275
23/09/2006,12.2,,,9.1,,,26.9,,,30.2,,,,,,,,,,,,
27/09/2006,9.1,10.8,12.5,10.8,,,22.4,41.4,39.2,30.2,,,30,33,,38,66,,31.5,10.8,52,33.3
30/09/2006,9.1,12.5,15,11.6,,,30.2,40.3,38,34.7,,,28,21,,51,34,,24.5,12.05,42.5,35.8
10/4/2006,9.1,10.8,12.5,15,8.3,12,21.3,30.2,26.9,23.5,26.9,16.8,24,14,15,46,24,32,17.66666667,11.28333333,34,24.26666667
10/7/2006,,,,,,,,,,,,,,,,,,,,,,
11/10/2006,,,,,,,,,,,,,,,,,,,,,,
14/10/2006,8.3,10.8,13.3,15.8,17.5,12.5,23.5,40.3,34.7,38,28,19,48,64,63,73,116,76,58.33333333,13.03333333,88.33333333,30.58333333
18/10/2006,9.1,10.8,15,17.5,12.5,7.5,26.9,33.6,40.3,28,22.4,16.8,43,42,20,70,98,44,35,12.06666667,70.66666667,28
25/10/2006,8.3,12.5,15,17.5,14.1,9.1,26.9,34.7,32.5,23.5,21.3,16.8,42,74,18,55,93,49,44.66666667,12.75,65.66666667,25.95
28/10/2006,7.5,12.5,,,,,28,35,,,,,22,,,32,,,,,,
1/11/2006,,10.8,12.5,15.5,,,,32.5,29.1,29.8,,,40,41,,62,80,,40.5,,71,
4/11/2006,9.1,10.8,16.6,18.8,11.6,8.3,29.1,33.6,41.8,43.3,21.3,17.9,53,48,34,75,77,49,45,12.53333333,67,31.16666667
8/11/2006,8.3,10.8,13.3,15.8,11.6,9.1,30.2,38,42.5,29.1,25.7,29.1,41,31,103,67,83,170,58.33333333,11.48333333,106.66666667,32.43333333
11/11/2006,8.3,11.6,14.1,17.5,12.5,7.5,33.6,35.8,41.4,28,23.5,26.9,63,35,31,182,98,69,43,11.91666667,116.33333333,31.53333333
15/11/2006,4,9.1,13.3,7.5,4,4,32.5,35.8,33.6,32.5,26.8,29.1,36,54,9,88,82,57,33,6.98333333,75.66666667,31.71666667
18/11/2006,,,,,,,,,,,,,,,,,,,,,,
22/11/2006,4,14.1,16.6,8.3,4,7.5,29.1,41.4,36.9,33.6,31.3,21.3,59,43,77,90,171,121,59.66666667,9.08333333,127.33333333,32.26666667
25/11/2006,12.5,15.8,10.8,4,,,29.1,32.4,24.6,30.2,,,34,87,,68,150,,60.5,10.775,109,29.075
29/11/2006,6.6,10.8,13.3,4,9.1,14.1,18,21.3,35.8,31.3,28,13.4,58,69,32,100,101,88,53,9.65,96.33333333,24.63333333
2/12/2006,9.1,10.8,12.5,11.6,9.1,7.5,21.3,29.1,34.7,45.9,33.6,28,69,71,67,95,167,107,69,10.1,123,32.1
6/12/2006,8.3,12.5,14.1,15.8,9.1,7.5,16.8,47,35.8,30.2,60.4,36.9,64,128,50,101,162,102,80.66666667,11.21666667,121.66666667,37.85
9/12/2006,9.1,10.8,13.3,15,8.3,6.7,19,31.3,42.5,49.2,44.8,22.4,105,62,153,138,100,246,106.66666667,10.53333333,161.33333333,34.86666667
13/12/2006,8.3,10.8,12.5,14.1,10.8,9.1,21.3,44.8,49.2,33.6,52.6,70.5,66,75,39,140,105,96,60,10.93333333,113.66666667,45.33333333
16/12/2006,7.5,9.1,10.8,12.5,9.1,7.5,45.9,20.1,50.4,19,16.8,15.7,73,91,47,156,245,70,70.33333333,9.41666667,157,27.98333333
20/12/2006,8.3,10.8,12.5,7.5,,,32.5,13.4,62.7,17.9,,,67,63,,118,128,,65,9.775,123,31.625
23/12/2006,9.1,10.8,8.3,11.6,,,35.8,24.6,12.3,30.2,,,68,70,,93,118,,69,9.95,105.5,25.725
27/12/2006,,,10.8,13.3,,,,,31.3,34.7,,,,55,,,133,,,,,
30/12/2006,9.1,10.8,12.5,15.8,,,19,26.9,32.5,41.4,,,53,74,,101,194,,63.5,12.05,147.5,29.95
14/02/2007,5.8,5,5,9.1,14.1,5.8,36.9,23.5,28,39.2,34.7,50.4,79,42,48,169,93,61,56,7.4,107,35.4
17/02/2007,5,6.7,13,5,9.1,5,12.3,23.5,51,62.7,33.6,45.9,76,40,47,119,76,64,54,7.3,86,38.1
24/02/2007,5,5,5,5.8,5,5,17.9,14.8,38,34.7,13.4,15.7,46,23,90,95,27,99,53,5.1,73,22.4
28/02/2007,5,5,5,5,5,5,12.3,44.8,13.4,42.5,23.5,75,47,77,54,82,127,113,59,5,107,35.2
3/1/2007,4.8,2,2,2,2,2,33.3,44.8,32.8,39.1,22.4,16.8,79,64,107,128,167,139,83.3333,2.4666,144.6666,31.5333
6/1/2007,4.9,4.2,8.3,2,,,41.4,33.6,43.6,23.5,,,107,51,,160,136,,79,4.85,148,35.525
10/1/2007,,,2,2,10,4.2,,,21.3,35.8,52.6,61.5,,51,48,,142,56,49.5,4.55,99,42.8
13/01/2007,2,2,5.8,10.8,6.7,2,24.6,70.1,39.2,58.2,44.8,17.9,49,89,65,108,180,118,67.6666,4.8833,135.3333,42.4666
